Task,Timestamp, weight, cogX , cogY , bl, br, tl, tr, accX, accY, accZ, falls
1,6.066431,0,0,0,0,0,0,0,-0.2962963,-0.6296296,0.8148148,0
1,6.08358,0,0,0,0,0,0,0,-0.07407407,-0.5185185,0.8148148,0
1,6.09963,0,0,0,0,0,0,0,0.3703704,-0.3703704,0.7037037,0
1,6.116143,0,0,0,0,0,0,0,0.7037037,-0.1481481,0.5185185,0
1,6.132697,0,0,0,0,0,0,0,0.8518519,-0.03703704,0.4444444,0
1,6.149264,0,0,0,0,0,0,0,1.037037,0.2222222,0.3703704,0
1,6.165976,0,0,0,0,0,0,0,1.296296,0.5555556,0.4814815,0
1,6.183012,0,0,0,0,0,0,0,1.518519,0.7407407,0.5925926,0
1,6.198965,0,0,0,0,0,0,0,1.962963,0.962963,0.6666667,0
1,6.216105,0,0,0,0,0,0,0,2,1.037037,0.6296296,0
1,6.232097,0,0,0,0,0,0,0,1.888889,1.074074,0.6296296,0
1,6.248664,0,0,0,0,0,0,0,1.555556,1,0.6666667,0
1,6.265231,0,0,0,0,0,0,0,1.259259,0.9259259,0.6666667,0
1,6.281798,0,0,0,0,0,0,0,0.6296296,0.8518519,0.8518519,0
1,6.298365,0,0,0,0,0,0,0,0.3333333,0.8518519,0.9259259,0
1,6.314931,0,0,0,0,0,0,0,-0.1851852,0.8148148,1.037037,0
1,6.3315,0,0,0,0,0,0,0,-1.111111,0.5555556,1.592593,0
