Task,Timestamp, weight, cogX , cogY , bl, br, tl, tr, accX, accY, accZ, falls
1,6.348099,0,0,0,0,0,0,0,-1.925926,0,2.185185,0
1,6.364961,0,0,0,0,0,0,0,-2.148148,-1.185185,1.37037,0
1,6.381207,0,0,0,0,0,0,0,-1.481481,-0.7777778,1.111111,0
1,6.397777,0,0,0,0,0,0,0,-1.37037,-0.6296296,1.037037,0
1,6.414345,0,0,0,0,0,0,0,-1.296296,-0.7407407,0.8148148,0
1,6.430898,0,0,0,0,0,0,0,-1.62963,-1.037037,0.8888889,0
1,6.447668,0,0,0,0,0,0,0,-1.851852,-1.296296,0.8518519,0
1,6.464031,0,0,0,0,0,0,0,-2.111111,-1.518519,0.6666667,0
1,6.480602,0,0,0,0,0,0,0,-2.222222,-1,0.7777778,0
1,6.497166,0,0,0,0,0,0,0,-2.111111,-0.6666667,0.8518519,0
1,6.513731,0,0,0,0,0,0,0,-1.592593,0,1.074074,0
1,6.530921,0,0,0,0,0,0,0,-1.111111,0.2592593,1,0
1,6.546995,0,0,0,0,0,0,0,-0.07407407,0.3703704,0.8518519,0
1,6.563442,0,0,0,0,0,0,0,0.2962963,0.1851852,0.8518519,0
1,6.580024,0,0,0,0,0,0,0,0.4074074,0.2222222,0.8518519,0
1,6.596607,0,0,0,0,0,0,0,0.8148148,0.4444444,0.9259259,0
1,6.613131,0,0,0,0,0,0,0,0.8888889,0.5185185,0.962963,0
1,6.629704,0,0,0,0,0,0,0,0.962963,0.5555556,1.148148,0
1,6.646264,0,0,0,0,0,0,0,1.111111,0.7037037,1,0
1,6.662845,0,0,0,0,0,0,0,1.111111,0.7037037,0.8888889,0
1,6.679854,0,0,0,0,0,0,0,1.222222,0.5925926,0.6666667,0
1,6.695967,0,0,0,0,0,0,0,1.37037,0.5185185,0.5555556,0
1,6.712538,0,0,0,0,0,0,0,1.37037,0.4814815,0.4814815,0
1,6.729972,0,0,0,0,0,0,0,1.259259,0.3703704,0.4074074,0
1,6.745668,0,0,0,0,0,0,0,1.148148,0.2962963,0.4074074,0
1,6.762232,0,0,0,0,0,0,0,1.037037,0.1851852,0.4814815,0
1,6.779052,0,0,0,0,0,0,0,1.111111,0.1851852,0.4814815,0
1,6.795592,0,0,0,0,0,0,0,1.148148,0.2222222,0.4814815,0
1,6.811932,0,0,0,0,0,0,0,1.074074,0.2592593,0.5555556,0
1,6.828758,0,0,0,0,0,0,0,0.7777778,0.2592593,0.7037037,0
1,6.84518,0,0,0,0,0,0,0,0.5555556,0.1851852,0.7777778,0
1,6.86177,0,0,0,0,0,0,0,0.2592593,0.1851852,0.9259259,0
1,6.878203,0,0,0,0,0,0,0,0.1851852,0.4074074,1.037037,0
1,6.894903,0,0,0,0,0,0,0,-0.03703704,0.5185185,1.185185,0
1,6.911437,0,0,0,0,0,0,0,-0.6666667,0.4444444,1.333333,0
1,6.92794,0,0,0,0,0,0,0,-0.962963,0.2962963,1.222222,0
1,6.944524,0,0,0,0,0,0,0,-1.444444,-0.1111111,0.962963,0
1,6.961514,0,0,0,0,0,0,0,-1.592593,-0.5185185,0.7407407,0
1,6.977599,0,0,0,0,0,0,0,-1.666667,-0.7037037,0.7777778,0
1,6.994177,0,0,0,0,0,0,0,-1.518519,-0.8888889,0.4814815,0
1,7.010798,0,0,0,0,0,0,0,-1.37037,-0.8518519,0.4444444,0
1,7.027839,0,0,0,0,0,0,0,-1.148148,-0.7037037,0.4814815,0
1,7.043864,0,0,0,0,0,0,0,-0.9259259,-0.6296296,0.5555556,0
1,7.060439,0,0,0,0,0,0,0,-0.8518519,-0.6296296,0.6296296,0
1,7.076998,0,0,0,0,0,0,0,-0.8148148,-0.6296296,0.7777778,0
1,7.093584,0,0,0,0,0,0,0,-0.7037037,-0.5925926,0.8888889,0
1,7.110132,0,0,0,0,0,0,0,-0.8148148,-0.6296296,0.9259259,0
1,7.127151,0,0,0,0,0,0,0,-0.7777778,-0.6296296,0.962963,0
1,7.143263,0,0,0,0,0,0,0,-0.7037037,-0.5925926,0.962963,0
1,7.159832,0,0,0,0,0,0,0,-0.6296296,-0.5555556,0.962963,0
1,7.176396,0,0,0,0,0,0,0,-0.3333333,-0.4814815,0.9259259,0
1,7.192963,0,0,0,0,0,0,0,-0.2592593,-0.4444444,0.9259259,0
1,7.209817,0,0,0,0,0,0,0,-0.2222222,-0.4814815,0.8888889,0
1,7.226885,0,0,0,0,0,0,0,-0.1851852,-0.4444444,0.8518519,0
1,7.242663,0,0,0,0,0,0,0,-0.1481481,-0.4444444,0.8518519,0
1,7.259517,0,0,0,0,0,0,0,-0.1851852,-0.4814815,0.8518519,0
1,7.275796,0,0,0,0,0,0,0,-0.2222222,-0.5555556,0.8518519,0
1,7.292363,0,0,0,0,0,0,0,-0.2222222,-0.5925926,0.8148148,0
1,7.308933,0,0,0,0,0,0,0,-0.03703704,-0.5185185,0.7037037,0
2,7.833521,0,0,0,0,0,0,0,0.03703704,-0.6296296,0.8148148,0
2,7.833521,0,0,0,0,0,0,0,0.03703704,-0.6296296,0.8148148,0
2,7.853521,0,0,0,0,0,0,0,0.03703704,-0.6296296,0.8148148,0
2,7.872649,0,0,0,0,0,0,0,0.03703704,-0.7037037,0.7407407,0
2,7.889274,0,0,0,0,0,0,0,-0.1481481,-0.7037037,0.962963,0
2,7.905855,0,0,0,0,0,0,0,-0.2592593,-0.8148148,1.037037,0
2,7.92235,0,0,0,0,0,0,0,-0.3333333,-0.8888889,1.074074,0
2,7.938918,0,0,0,0,0,0,0,-0.3703704,-0.9259259,1.148148,0
2,7.955485,0,0,0,0,0,0,0,-0.4074074,-0.962963,1.148148,0
2,7.972575,0,0,0,0,0,0,0,-0.4444444,-0.9259259,1.111111,0
2,7.988617,0,0,0,0,0,0,0,-0.4074074,-0.8888889,1.074074,0
2,8.005185,0,0,0,0,0,0,0,-0.2962963,-0.8518519,0.7407407,0
2,8.022232,0,0,0,0,0,0,0,-0.2592593,-0.8148148,0.7037037,0
2,8.038319,0,0,0,0,0,0,0,0.03703704,-0.6296296,0.4444444,0
2,8.054885,0,0,0,0,0,0,0,0.1851852,-0.5925926,0.3703704,0
2,8.071451,0,0,0,0,0,0,0,0.4814815,-0.5185185,0.2222222,0
2,8.088388,0,0,0,0,0,0,0,0.8518519,-0.2592593,0.1111111,0
2,8.104957,0,0,0,0,0,0,0,1,-0.2222222,0.1111111,0
2,8.121461,0,0,0,0,0,0,0,1.148148,0.2592593,0.2962963,0
2,8.137718,0,0,0,0,0,0,0,1.259259,0.2962963,0.4814815,0
2,8.154294,0,0,0,0,0,0,0,1.62963,0.4074074,0.6666667,0
2,8.170851,0,0,0,0,0,0,0,1.925926,0.8148148,0.6296296,0
2,8.187641,0,0,0,0,0,0,0,1.851852,0.8888889,0.6666667,0
2,8.204623,0,0,0,0,0,0,0,1.407407,0.8518519,0.7407407,0
2,8.220753,0,0,0,0,0,0,0,1.037037,0.7407407,0.7407407,0
2,8.237118,0,0,0,0,0,0,0,0.7777778,0.6296296,0.7407407,0
2,8.253843,0,0,0,0,0,0,0,0.2222222,0.4444444,0.7777778,0
2,8.270873,0,0,0,0,0,0,0,0,0.3703704,0.7407407,0
2,8.286942,0,0,0,0,0,0,0,-0.4814815,0.3703704,0.962963,0
2,8.303545,0,0,0,0,0,0,0,-1.592593,-0.1481481,2.037037,0
2,8.319951,0,0,0,0,0,0,0,-1.592593,-0.1481481,2.037037,0
2,8.336517,0,0,0,0,0,0,0,-1.740741,-1.148148,1.185185,0
2,8.353188,0,0,0,0,0,0,0,-1.666667,-1,1.074074,0
2,8.369652,0,0,0,0,0,0,0,-1.407407,-0.8518519,0.8148148,0
2,8.386218,0,0,0,0,0,0,0,-1.592593,-1,0.8518519,0
2,8.402812,0,0,0,0,0,0,0,-1.703704,-1.111111,0.9259259,0
2,8.419352,0,0,0,0,0,0,0,-1.814815,-1.259259,0.9259259,0
2,8.435918,0,0,0,0,0,0,0,-1.703704,-1.222222,0.8148148,0
2,8.452484,0,0,0,0,0,0,0,-1.666667,-1.148148,0.7407407,0
2,8.469496,0,0,0,0,0,0,0,-1.444444,-0.7777778,0.7037037,0
