#Starting log sesion
#3/1/2018 1:02:03 PM
cogX , cogY , weight, bl, br, tl, tr, falls
3.663009,10.0082,78.68605,113.8379,174.7852,16.08395,10.03718,0
3.716862,9.987601,78.9078,113.8379,175.3276,16.04538,10.42028,0
3.717878,9.944547,78.93543,113.7215,174.9789,16.19966,10.84169,0
3.771669,9.854014,79.03878,113.1781,174.7077,16.50822,11.76113,0
3.857671,9.792083,79.22046,112.5959,175.1339,16.73965,12.41239,0
3.874879,9.606478,79.4378,111.5091,174.5527,18.05105,13.63831,0
3.90556,9.51857,79.22173,110.6553,173.4678,18.32104,14.44282,0
3.902798,9.388336,78.80134,109.3744,171.5305,18.93817,15.36225,0
3.878859,9.234831,78.59327,108.5205,169.6319,19.63244,16.58817,0
3.896888,9.059441,78.52972,107.395,168.237,20.51957,17.96732,0
3.920089,8.767342,78.91737,106.4635,166.6872,21.90811,20.6107,0
3.954851,8.65101,79.33937,106.3858,166.6872,22.40953,21.87493,0
3.923615,8.559144,79.50152,106.1142,166.2997,23.18094,22.41127,0
3.950064,8.468255,79.47934,105.3379,165.796,23.72093,23.06253,0
4.018794,8.370368,79.17585,104.0183,164.7886,24.0295,23.86704,0
4.113341,7.956655,79.73304,102.4658,162.735,25.76517,27.9662,0
4.113341,7.956655,79.73304,102.4658,162.735,25.76517,27.9662,0
4.121442,7.855113,79.67202,101.6119,162.0376,26.45944,28.57915,0
4.195641,7.67,78.97872,99.36073,159.5578,27.038,29.95831,0
4.195641,7.67,78.97872,99.36073,159.5578,27.038,29.95831,0
4.283257,7.179837,79.2141,97.07078,156.1481,29.04368,34.5938,0
4.283257,7.179837,79.2141,97.07078,156.1481,29.04368,34.5938,0
4.301296,6.9984,79.15019,96.06165,154.5595,29.81509,36.16451,0
4.316488,6.843722,79.14548,95.05251,153.5134,30.70221,37.3138,0
4.356594,6.73537,78.87065,94.23744,152.041,30.77935,38.42479,0
4.328553,6.434435,79.41346,93.03425,150.9561,33.05502,40.60845,0
4.25689,5.989452,79.86479,91.24886,148.2051,36.1021,43.9031,0
4.224196,5.833545,79.41521,90.1621,145.8803,36.71923,44.89915,0
4.158331,5.655486,79.00406,89.03653,143.4393,37.68349,45.8569,0
4.053024,4.849444,78.44839,84.65069,135.6513,41.96483,51.52676,0
3.975228,4.206221,79.22219,82.16666,131.8154,46.28474,56.62197,0
3.90101,3.801445,79.5585,80.42009,129.1031,49.13897,59.57183,0
3.896924,3.60114,79.41695,79.33334,127.1658,50.02609,61.14254,0
3.849529,3.30614,79.21501,77.74201,124.3373,51.64606,63.13465,0
3.893458,2.46754,79.04726,73.55023,117.053,55.23312,70.35268,0
3.937034,1.892417,79.23855,70.79452,112.6746,57.97164,75.51339,0
3.976346,1.342902,79.36365,68.11644,108.3738,60.55587,80.40849,0
4.05277,0.8090447,79.4826,65.53226,104.1504,62.75439,85.4933,0
4.138628,0.2653472,79.42696,62.59447,99.77208,64.95292,90.38839,0
4.390324,-1.354514,78.90142,53.66359,86.32706,71.14851,104.4665,0
4.390324,-1.354514,78.90142,53.66359,86.32706,71.14851,104.4665,0
4.329409,-1.876563,78.75217,51.23502,81.63875,73.79785,108.3371,0
4.178502,-2.880391,78.87061,46.2212,73.65698,80.13326,115.471,0
4.178502,-2.880391,78.87061,46.2212,73.65698,80.13326,115.471,0
4.078259,-3.835509,78.62444,40.93318,66.05492,85.77753,121.7321,0
3.991656,-4.206037,78.81937,39.20968,63.1762,88.46527,124.4263,0
3.818057,-4.789927,79.06736,36.31106,58.70252,93.07284,128.183,0
3.818057,-4.789927,79.06736,36.31106,58.70252,93.07284,128.183,0
3.655706,-5.346485,79.80629,33.64746,54.85126,98.17956,132.5469,0
3.413041,-5.826502,80.62869,31.53226,51.42792,103.5167,136.0379,0
3.193355,-5.968124,81.39906,31.45392,50.37757,106.5884,137.1763,0
3.193355,-5.968124,81.39906,31.45392,50.37757,106.5884,137.1763,0
2.665354,-6.326958,81.72739,30.553,46.72083,112.1558,137.4799,0
1.814978,-6.776156,82.04579,29.65207,41.78032,120.2575,136.4933,0
1.285144,-7.047284,81.95934,28.86866,38.7849,125.0186,135.1652,0
0.7844715,-7.362132,81.37086,27.45852,35.43936,129.2038,133.3817,0
0.3625246,-7.63307,80.25755,25.85254,32.56064,131.8916,130.7254,0
-0.06348095,-7.854185,79.17708,24.59908,30.10984,134.2338,127.7656,0
-0.9041176,-8.181076,77.32143,23.18894,26.02517,138.1118,121.9598,0
-1.23772,-8.301314,76.73542,22.52304,24.78032,139.9932,119.6451,0
-1.49626,-8.382114,76.63918,22.20968,24.00229,141.9898,118.3549,0
-1.703778,-8.458027,76.89651,22.09216,23.30206,144.1784,118.0134,0
-1.847187,-8.503704,77.36565,21.97466,23.10755,146.367,118.0134,0
-2.092715,-8.543586,78.93876,22.40553,23.06865,151.205,119.0759,0
-2.100334,-8.60034,80.25657,22.40553,23.06865,154.1615,121.3906,0
-2.019364,-8.796474,81.87792,21.34793,22.36842,158.1547,125.6406,0
-2.019364,-8.796474,81.87792,21.34793,22.36842,158.1547,125.6406,0
-2.034447,-8.909481,81.7644,20.52534,21.59039,158.8459,126.096,0
-1.783656,-9.121973,80.87241,18.0576,20.73455,157.4252,127.2723,0
-1.191582,-9.232465,80.61296,16.02074,21.16247,154.3535,130.9152,0
-1.191582,-9.232465,80.61296,16.02074,21.16247,154.3535,130.9152,0
-0.4378465,-9.37066,80.02249,13.86636,21.20137,149.5155,135.5067,0
0.1169896,-9.414354,79.54877,12.57373,21.70709,145.6375,138.2768,0
1.288274,-9.473675,78.23896,10.34101,22.60183,136.5376,143.4754,0
1.924588,-9.4387,77.52124,9.479262,23.61327,131.354,145.6384,0
2.608546,-9.361723,77.28385,8.813364,25.16934,126.5545,148.5982,0
3.373032,-9.314275,77.03326,7.834101,26.6476,121.4862,152.1652,0
5.16293,-9.083096,76.98627,6.18894,31.23799,109.9289,160.5893,0
6.068357,-8.981293,76.62212,5.4447,33.10526,103.5167,164.4219,0
7.093192,-8.819317,75.79212,4.66129,35.51716,95.72219,167.2679,0
8.225359,-8.665327,74.73037,3.721198,37.81236,87.1982,170.1897,0
8.225359,-8.665327,74.73037,3.721198,37.81236,87.1982,170.1897,0
10.94566,-8.03869,75.57223,3.251152,46.64302,69.11349,183.2813,0
11.62496,-7.776735,76.91196,3.564516,50.57208,65.1072,188.404,0
12.28306,-7.57198,78.25697,3.486175,54.26773,61.48157,193.7924,0
12.85606,-7.341133,79.29053,3.642857,57.92448,57.85593,197.7388,0
13.31664,-7.187546,79.6711,3.760369,60.14188,54.53885,200.2433,0
13.81884,-6.951973,79.60751,3.956221,63.0206,50.48894,200.9643,0
13.91594,-6.850214,79.85091,4.387097,64.14874,49.4861,201.3817,0
14.1033,-6.736028,80.02637,4.504608,65.7048,48.05899,201.8371,0
14.17999,-6.607181,79.80441,4.778802,66.94965,47.05616,200.433,0
14.27286,-6.455602,79.22052,4.778802,68.42621,45.97618,197.7009,0
14.37181,-6.013657,78.04197,5.679724,72.18462,43.5848,190.7188,0
14.42179,-5.758967,78.40121,6.18894,75.36182,42.9291,189.125,0
14.39342,-5.54382,79.6114,6.776498,78.88775,43.3148,189.4665,0
14.3498,-5.362905,80.81045,7.442396,81.94872,43.73908,190.1116,0
14.30667,-5.198289,81.38732,7.794931,84.46724,44.08622,189.2009,0
14.17805,-4.833843,81.54006,8.852534,88.53561,44.12479,184.6473,0
14.06118,-4.714392,81.58017,9.400922,89.65926,44.51049,182.75,0
13.9108,-4.528762,81.17605,9.949308,91.13162,44.85763,178.7656,0
13.9108,-4.528762,81.17605,9.949308,91.13162,44.85763,178.7656,0
13.62367,-4.311428,80.06895,10.92857,91.67407,45.32048,172.3527,0
13.51018,-4.160678,79.89986,11.71198,92.68148,45.28191,169.9241,0
13.23338,-3.978648,80.67628,12.96544,94.89003,46.70902,168.1406,0
13.09865,-3.897301,80.9055,13.74885,95.50997,47.1333,167.2299,0
12.93911,-3.825005,81.07749,14.49309,95.97493,47.75043,166.0915,0
12.68618,-3.78296,80.86687,15.2765,95.47122,48.75326,163.9665,0
11.94998,-3.4382,80.6301,19.58525,95.47122,49.91038,157.5536,0
11.45722,-3.17583,81.23487,22.99309,96.47863,50.83607,154.6317,0
10.85826,-2.879041,82.49731,27.41936,97.98975,52.26319,152.317,0
10.29248,-2.719759,83.26124,31.06221,97.71852,53.84458,150.4196,0
9.369932,-2.367937,81.84866,36.35023,95.04501,54.30743,141.692,0
9.005927,-2.161341,80.40179,38.15207,93.68889,53.6903,136.0759,0
8.540031,-1.912141,79.05501,40.81567,92.10029,52.99603,130.308,0
7.910754,-1.523811,77.90247,44.81106,91.20911,52.30176,123.2879,0
7.05475,-0.9443333,76.66969,50.37327,90.89915,51.45321,113.9531,0
4.94162,0.7794007,77.10612,66.35484,97.8735,51.56892,92.62724,0
4.046198,1.736236,79.88979,76.38356,106.514,52.61032,84.05134,0
3.325419,2.56022,82.99158,85.97032,115.4256,53.72887,76.84151,0
2.828809,3.196847,84.82812,93.1895,121.6638,53.61316,70.84599,0
2.411096,3.6472,84.76652,97.30365,123.7561,52.76461,65.24169,0
1.549255,4.272139,81.58469,100.8356,120.4239,50.29609,54.7831,0
0.4214857,4.744225,78.52324,104.7169,114.4182,49.17754,45.78028,0
0.4214857,4.744225,78.52324,104.7169,114.4182,49.17754,45.78028,0
-0.7684392,5.087821,78.00961,111.5479,110.6211,50.18037,39.68901,0
-1.472033,5.261497,78.62859,116.9429,109.265,51.33749,36.96901,0
-3.112475,5.521073,79.84589,129.0913,104.0729,54.26886,31.95042,0
-3.899126,5.579539,80.29755,134.4087,100.857,56.00454,29.92,0
-3.899126,5.579539,80.29755,134.4087,100.857,56.00454,29.92,0
-5.235531,5.641313,80.00742,141.6667,93.57265,58.24163,26.54873,0
-5.235531,5.641313,80.00742,141.6667,93.57265,58.24163,26.54873,0
-6.763024,5.806048,79.50755,150.9041,85.04843,59.32161,22.75606,0
-6.763024,5.806048,79.50755,150.9041,85.04843,59.32161,22.75606,0
-7.37259,5.885765,79.49358,155.1735,81.79373,59.63018,21.3769,0
-7.583302,5.909534,79.34991,156.532,80.32137,59.47589,21.07042,0
-7.844944,5.983164,79.32378,159.016,78.73277,58.89734,20.64901,0
-7.90165,6.001322,79.14056,159.2101,78.22906,58.62734,20.49578,0
-7.971212,6.010018,78.90877,159.2877,77.57037,58.43449,20.34254,0
-7.946831,6.041672,78.66717,159.1712,77.37664,57.70164,20.41916,0
-7.876318,6.066677,78.64819,158.8607,77.95783,57.43165,20.34254,0
-7.520785,6.123749,78.618,157.8128,79.66268,55.73454,21.26197,0
-7.306906,6.10246,78.8385,157.153,80.70883,55.38741,22.10479,0
-7.072409,6.088126,78.87481,156.3379,81.44501,54.53885,23.17747,0
-6.828162,6.039268,79.11366,155.3676,82.49117,54.30743,24.28845,0
-6.572537,5.961008,79.41904,154.4749,83.2661,54.07601,25.85916,0
-5.938697,5.748073,79.91149,151.137,85.24216,53.88315,29.38366,0
-5.672005,5.625102,79.70264,148.8082,85.31966,53.65173,31.03099,0
-5.370415,5.520996,79.37843,145.9361,85.86211,53.42031,32.29521,0
-4.810269,5.135264,78.73347,140.4247,84.42849,53.11174,36.96901,0
-4.810269,5.135264,78.73347,140.4247,84.42849,53.11174,36.96901,0
-4.341395,4.423416,78.44747,133.9429,80.78632,55.38741,43.67324,0
-4.341395,4.423416,78.44747,133.9429,80.78632,55.38741,43.67324,0
-4.192615,4.070662,78.38806,130.7603,79.19772,57.31594,46.27831,0
-4.19637,3.898498,78.37345,129.6347,78.03532,58.43449,47.3893,0
-4.19637,3.898498,78.37345,129.6347,78.03532,58.43449,47.3893,0
-4.097325,3.474096,78.85367,127.1119,76.25299,61.36585,50.68394,0
-4.111018,3.08741,79.23964,124.6279,74.62564,64.87578,52.8293,0
-4.062229,2.898928,79.19543,122.8813,73.77322,66.14861,53.97859,0
-4.072435,2.688807,79.04494,120.9018,72.61082,67.84572,54.82141,0
-4.060546,2.515719,78.86505,119,71.79715,69.22868,55.43436,0
-3.843911,2.084245,78.75216,114.226,70.63476,72.10841,58.03944,0
-3.633226,1.806089,78.9054,111.3927,70.1698,73.72106,60.33803,0
-3.403776,1.564493,79.04054,108.7922,69.89857,74.91135,62.56,0
-3.155488,1.348965,78.97386,106.3858,69.31738,75.29531,64.8969,0
-2.728186,0.8499758,78.6525,100.6027,67.84439,77.13834,69.02455,0
-2.500572,0.5835186,78.57744,97.80822,66.98856,78.05985,71.45313,0
-2.238803,0.2847988,78.87632,94.97488,66.52174,79.59571,74.41295,0
-2.051967,-0.06282528,79.22137,92.02512,65.5881,81.89949,77.37276,0
-1.771224,-0.3012999,79.2634,89.19178,65.35469,82.70582,79.80134,0
-1.468114,-0.7093006,79.36224,85.3105,64.03204,84.51044,83.59599,0
-1.396504,-0.9435182,79.58901,83.52512,63.1373,86.23828,85.45536,0
-1.327857,-1.272243,79.63826,80.57534,61.81464,88.77245,87.39063,0
-1.262031,-1.563943,79.49721,77.74201,60.53089,90.80746,88.90849,0
-1.214766,-1.889335,79.45117,74.6758,59.20824,93.41841,90.50224,0
-1.137836,-2.62272,78.85374,67.80415,55.43478,98.44833,93.72768,0
-1.078168,-3.101975,78.56836,63.33871,53.17849,101.8656,95.89063,0
-0.960479,-3.611476,78.5591,58.59908,51.23341,105.7053,98.69866,0
-0.8826467,-4.210678,79.27445,54.0553,48.86041,111.1575,103.0246,0
-0.6438712,-5.308645,80.71796,45.39862,44.62014,120.987,111.8661,0
-0.2159967,-6.150848,81.9143,38.19125,41.66362,127.3224,120.4799,0
0.0850236,-6.434207,82.83668,35.64516,41.1968,129.3574,125.1473,0
0.0850236,-6.434207,82.83668,35.64516,41.1968,129.3574,125.1473,0
0.6617302,-6.694649,83.66809,32.62903,41.3524,129.4342,131.2567,0
0.96633,-6.795459,83.21301,31.02304,41.15789,127.7448,132.9263,0
1.734249,-6.933541,81.72064,27.4977,41.50801,122.4461,135.4308,0
2.15141,-6.99088,80.45249,25.85254,41.3135,118.568,136.0759,0
2.629758,-7.062654,79.43172,23.97235,41.3913,114.9972,137.3661,0
2.953894,-7.114239,78.58807,22.75806,41.2357,112.3094,138.0491,0
3.394085,-7.110569,78.0912,21.7788,41.85812,109.1609,139.567,0
4.345495,-7.08766,77.71059,19.82028,43.8032,103.4399,143.779,0
4.864986,-7.021599,77.70537,19.15438,45.32037,100.253,146.0938,0
5.333972,-6.977275,77.75706,18.41014,46.68192,97.60361,148.3326,0
5.788555,-6.869561,77.85178,18.21428,48.35469,94.5703,150.2679,0
6.33731,-6.800134,77.837,17.23502,50.22197,91.46019,152.4308,0
7.458522,-6.580821,78.33906,16.05991,54.69565,84.9712,157.6295,0
8.072075,-6.44901,78.3658,15.35484,57.14645,81.13156,159.8304,0
8.64679,-6.307161,78.37521,14.53226,59.83066,77.67589,161.4621,0
9.164698,-6.154162,78.35751,14.14055,62.20366,74.18182,162.904,0
10.10189,-5.813764,78.83426,13.63134,67.64989,68.19198,165.8638,0
10.54336,-5.644127,79.21633,13.39631,70.51852,65.49291,167.4576,0
10.90082,-5.514781,79.56902,13.08295,72.9208,63.44867,168.8237,0
11.5324,-5.201675,80.04063,12.92627,77.7641,59.24447,170.2277,0
11.5324,-5.201675,80.04063,12.92627,77.7641,59.24447,170.2277,0
11.88973,-4.890491,80.43352,13.47465,81.83248,56.3131,170.1138,0
11.88973,-4.890491,80.43352,13.47465,81.83248,56.3131,170.1138,0
11.79854,-4.582359,80.24424,15.51152,83.69231,54.80885,166.9643,0
11.79854,-4.582359,80.24424,15.51152,83.69231,54.80885,166.9643,0
11.56428,-4.245383,79.9264,18.0576,85.24216,53.76744,162.6384,0
11.38141,-4.139285,79.47775,19.15438,84.97094,53.65173,160.1339,0
10.96285,-3.81758,78.78973,21.89631,85.55214,53.42031,154.2902,0
10.73007,-3.652891,78.44196,23.07143,86.05584,53.65173,150.9888,0
10.43273,-3.40268,78.34006,25.42166,86.83077,53.42031,147.6875,0
10.03685,-3.093136,78.9546,28.47696,88.72935,53.9603,144.6518,0
9.347387,-2.429866,80.52121,34.74424,93.68889,54.616,139.0357,0
9.100879,-2.153231,80.51643,36.93779,95.2,54.30743,135.6205,0
8.854671,-1.867506,80.34866,39.24885,96.43989,53.6903,132.0156,0
8.539674,-1.537884,79.94496,41.95161,97.4473,52.91889,127.4621,0
8.125741,-1.20784,79.45698,44.96774,97.951,52.45604,122.4531,0
7.254398,-0.4696889,78.62063,51.43087,99.65584,51.49178,111.904,0
6.719841,-0.05710161,77.92806,54.83871,100.2758,51.14464,105.4531,0
6.234438,0.397701,77.54447,58.40322,101.8256,50.64322,99.3058,0
5.738978,0.9090142,77.64607,62.67281,104.3829,50.18037,93.34821,0
5.212422,1.371719,78.17976,67.09908,107.1339,50.45037,88.03571,0
4.227165,2.154066,79.00887,75.25799,111.1248,50.95179,78.70089,0
3.83364,2.432538,79.04895,78.16895,111.9772,51.0675,74.98214,0
3.483216,2.666193,78.93242,80.38128,112.5584,51.29892,71.49107,0
3.182181,2.851288,78.56047,82.2831,112.1709,51.02893,68.75893,0
2.268673,3.0422,77.70523,86.28082,108.5288,52.34033,63.67099,0
1.171837,3.093004,77.07687,90.51141,103.3755,55.04027,59.38028,0
1.171837,3.093004,77.07687,90.51141,103.3755,55.04027,59.38028,0
0.7115936,3.032027,76.5085,91.24886,100.4308,56.5831,57.77127,0
-0.3393405,2.81123,75.06012,92.60731,92.68148,59.93874,55.01296,0
-1.27616,2.490335,73.99516,92.91781,85.78461,64.0658,53.21239,0
-1.425229,2.264654,73.37187,91.21004,83.22735,65.49291,53.55718,0
-1.354287,2.074259,73.10692,88.26028,83.22735,67.38287,53.55718,0
-1.200982,1.63598,74.05721,86.31963,81.98746,70.26539,57.65634,0
-1.200982,1.63598,74.05721,86.31963,81.98746,70.26539,57.65634,0
-0.268554,0.7057576,77.04007,79.44977,83.69231,76.60079,68.41741,0
-0.2168392,0.4089681,77.06347,77.121,82.25869,78.5974,70.27679,0
-0.2146889,0.1346533,78.00062,76.77169,80.98006,80.82439,73.42634,0
-0.08115786,0.03492691,78.66618,76.65525,81.13504,81.28515,75.58929,0
0.08625686,-0.007859273,79.31519,76.65525,81.87122,81.32355,77.41071,0
0.09306175,-0.006238561,77.09301,74.59818,79.50769,78.90457,75.36161,0
-0.255797,-0.01465518,75.7698,74.40411,76.95042,78.98137,72.7433,0
-0.6638644,0.1837039,76.37101,77.97488,77.10542,79.59571,70.80804,0
-1.014317,0.3760979,78.62581,83.36987,78.81026,81.47713,70.84599,0
-1.440139,0.4372806,80.33622,87.83334,78.69402,83.8577,70.95982,0
-2.742828,0.3547976,83.68449,97.73059,74.58689,91.49859,70.92188,0
-3.546423,0.3076416,86.18311,104.6393,72.14587,96.83569,71.11161,0
-4.351988,0.3680402,88.88961,113.2169,70.01482,101.4049,70.92188,0
-5.062819,0.4545671,91.45236,121.7945,68.03875,105.2061,70.77009,0
-5.556779,0.5566193,93.62032,128.4315,67.49428,108.3546,70.20089,0
-6.558769,0.8764951,95.97849,138.7169,67.26087,113.1925,64.74366,0
-7.315541,1.051922,95.29275,142.2877,65.00458,114.69,59.18873,0
-8.32207,1.414354,94.01858,146.7123,63.48742,115.8419,50.03268,0
-8.32207,1.414354,94.01858,146.7123,63.48742,115.8419,50.03268,0
-8.50073,1.540958,93.39734,147.4498,63.33181,114.9588,47.84901,0
-8.50073,1.540958,93.39734,147.4498,63.33181,114.9588,47.84901,0
-8.290749,1.490715,94.59232,148.0708,64.61556,115.8035,49.87944,0
-8.198398,1.423039,96.2502,149.5069,65.82151,118.1457,51.52676,0
-8.198398,1.423039,96.2502,149.5069,65.82151,118.1457,51.52676,0
-8.197428,1.416766,110.8544,172.484,75.40057,135.7696,59.76338,0
-8.244265,0.9072071,116.7822,175.589,75.63305,149.6691,66.23775,0
-8.339202,-0.2229072,116.9416,161.6164,67.9222,165.1429,73.08482,0
-8.339202,-0.2229072,116.9416,161.6164,67.9222,165.1429,73.08482,0
-8.302683,-3.977533,96.81458,91.94749,37.50114,178.236,79.57366,0
-7.530383,-8.80316,58.48376,22.71889,8.441648,136.192,66.58253,0
-6.968191,-9.30109,42.75286,13.31797,5.913043,100.5601,51.22028,0
-6.598145,-9.689737,25.56962,6.14977,3.695652,61.05729,31.37577,0
-6.552395,-11.4253,8.921124,-0.1958525,1.050343,23.60522,11.22479,0
-12.64484,-16.08947,2.353123,-1.292627,-0.3112128,8.832671,2.183662,0
-11.6687,-15.46412,2.709143,-1.175115,-0.389016,9.604084,2.79662,0
-11.00992,-16.16096,2.650046,-1.370968,-0.4668192,9.449801,2.988169,0
-11.47931,-15.51194,2.737797,-1.096774,-0.5057208,9.565514,2.988169,0
-10.80041,-16.83167,2.476078,-1.449309,-0.5446224,8.948383,2.949859,0
-12.00722,-17.96505,2.359672,-1.723502,-0.6224256,9.141236,2.64338,0
-11.02601,-16.95614,2.648715,-1.370968,-0.8169336,9.449801,3.332958,0
-11.99077,-15.23506,2.536721,-0.9009216,-0.4668192,8.871243,2.64338,0
-11.93632,-16.34226,2.429292,-1.096774,-0.6613272,8.71696,2.75831,0
-11.23999,-16.97821,2.543202,-1.370968,-0.7391304,9.179807,3.103099,0
-11.5352,-16.25025,2.534898,-0.9009216,-0.8947368,8.75553,3.179718,0
-10.30784,-16.65019,2.62013,-1.135945,-0.8947368,8.948383,3.562817,0
-12.05238,-16.86328,2.45733,-1.135945,-0.8558353,8.871243,2.949859,0
-12.05238,-16.86328,2.45733,-1.135945,-0.8558353,8.871243,2.949859,0
-11.25757,-16.94378,2.466487,-1.370968,-0.6613272,8.948383,2.949859,0
-11.22151,-15.90386,2.583345,-1.175115,-0.5057208,9.102666,2.911549,0
-11.69868,-16.41335,2.496297,-1.135945,-0.7002288,8.909813,2.911549,0
-11.01089,-16.99988,2.485494,-1.370968,-0.7002288,8.948383,3.064789,0
-11.25172,-16.86649,2.504996,-1.292627,-0.7391304,8.986954,3.064789,0
-10.79963,-16.40772,2.553543,-1.253456,-0.6224256,8.986954,3.103099,0
-11.80248,-15.99085,2.525821,-1.057604,-0.6224256,8.948383,2.834929,0
-11.20272,-15.7023,2.660506,-1.135945,-0.5057208,9.295519,2.988169,0
-11.65591,-16.71617,2.486201,-1.331797,-0.6224256,9.064095,2.834929,0
-10.9765,-17.49368,2.475107,-1.449309,-0.8169336,8.986954,3.179718,0
-12.36808,-16.77039,2.457601,-1.292627,-0.6613272,9.102666,2.68169,0
-11.33274,-15.76982,2.612425,-1.096774,-0.5446224,9.141236,2.949859,0
-10.94155,-15.59967,2.670172,-1.018433,-0.583524,9.141236,3.141408,0
-11.33741,-16.62029,2.486224,-1.214286,-0.7002288,8.871243,2.988169,0
-11.60848,-16.19292,2.515815,-1.096774,-0.6613272,8.909813,2.911549,0
-10.96301,-16.5688,2.514952,-1.292627,-0.6224256,8.948383,3.026479,0
-11.70675,-16.86816,2.457186,-1.410138,-0.583524,9.064095,2.75831,0
-12.77263,-16.26624,2.525774,-0.9400921,-0.8558353,9.064095,2.834929,0
-10.68276,-16.45822,2.524615,-1.253456,-0.6224256,8.871243,3.103099,0
-11.51061,-16.25665,2.534877,-1.292627,-0.5057208,9.141236,2.79662,0
-11.1371,-16.63841,2.476516,-1.214286,-0.7002288,8.794101,3.026479,0
-10.9157,-16.77652,2.505004,-1.488479,-0.5057208,9.102666,2.911549,0
-10.9157,-16.77652,2.505004,-1.488479,-0.5057208,9.102666,2.911549,0
-10.3543,-16.71846,2.485675,-1.410138,-0.5446224,8.832671,3.064789,0
-10.64124,-16.86882,2.55273,-1.410138,-0.6613272,9.102666,3.179718,0
-10.64124,-16.86882,2.55273,-1.410138,-0.6613272,9.102666,3.179718,0
-12.24506,-16.94102,2.466884,-1.253456,-0.7780321,9.064095,2.834929,0
-12.01947,-16.31937,2.496575,-1.135945,-0.6613272,8.986954,2.79662,0
-10.59995,-16.11533,2.621144,-1.214286,-0.583524,9.102666,3.179718,0
-10.59995,-16.11533,2.621144,-1.214286,-0.583524,9.102666,3.179718,0
-11.40486,-15.92064,2.631412,-1.135945,-0.583524,9.256948,2.988169,0
-11.70393,-16.78915,2.495703,-1.175115,-0.8169336,8.948383,3.026479,0
-11.64051,-15.9916,2.525754,-1.096774,-0.583524,8.948383,2.834929,0
-11.59239,-16.84597,2.466774,-1.214286,-0.7780321,8.871243,2.988169,0
-11.1322,-16.5223,2.438298,-1.370968,-0.4668192,8.832671,2.75831,0
-11.76613,-16.19345,2.515878,-1.135945,-0.6224256,8.986954,2.834929,0
-12.01981,-16.6964,2.495978,-1.253456,-0.7002288,9.102666,2.834929,0
-11.22811,-17.33475,2.417889,-1.488479,-0.6613272,8.909813,2.911549,0
-11.66205,-16.52525,2.486505,-1.175115,-0.7002288,8.909813,2.911549,0
-12.33194,-17.08042,2.399514,-1.292627,-0.7391304,8.909813,2.72,0
-11.55659,-16.60787,2.54393,-1.253456,-0.7002288,9.141236,2.988169,0
-12.53986,-18.2866,2.311438,-1.449309,-0.97254,8.832671,2.834929,0
-11.50224,-16.00857,2.573687,-1.135945,-0.583524,9.102666,2.911549,0
-12.04236,-17.54651,2.408287,-1.292627,-0.9336385,8.871243,2.988169,0
-11.94113,-16.29779,2.563794,-1.175115,-0.6613272,9.218378,2.87324,0
-11.25916,-16.07046,2.59269,-1.214286,-0.5446224,9.179807,2.949859,0
-11.25916,-16.07046,2.59269,-1.214286,-0.5446224,9.179807,2.949859,0
-10.83864,-16.2454,2.486616,-1.292627,-0.4668192,8.832671,2.87324,0
-10.83864,-16.2454,2.486616,-1.292627,-0.4668192,8.832671,2.87324,0
-12.1104,-17.60028,2.42742,-1.370968,-0.8947368,9.025525,2.949859,0
-11.32545,-16.54983,2.524729,-1.214286,-0.7002288,8.986954,3.026479,0
-11.7589,-17.61547,2.379289,-1.370968,-0.8558353,8.794101,2.949859,0
-12.13439,-17.88805,2.388614,-1.449309,-0.8947368,8.986954,2.911549,0
-12.13439,-17.88805,2.388614,-1.449309,-0.8947368,8.986954,2.911549,0
-11.63281,-16.11292,2.563967,-1.018433,-0.7391304,8.986954,3.026479,0
-11.37398,-17.54115,2.36966,-1.449309,-0.7391304,8.75553,2.911549,0
-11.71486,-17.83879,2.369343,-1.52765,-0.7780321,8.909813,2.87324,0
-12.26956,-17.11954,2.380235,-1.175115,-0.8558353,8.71696,2.834929,0
-11.64288,-17.00072,2.437759,-1.292627,-0.7391304,8.871243,2.911549,0
-11.7032,-17.45023,2.408302,-1.331797,-0.8558353,8.832671,2.988169,0
-11.1238,-16.47497,2.515168,-1.253456,-0.6224256,8.948383,2.988169,0
-11.54115,-16.60102,2.495936,-1.135945,-0.7780321,8.871243,3.026479,0
-11.78133,-17.11487,2.428039,-1.175115,-0.8947368,8.75553,3.026479,0
-10.96877,-16.73503,2.476297,-1.331797,-0.6224256,8.871243,2.988169,0
-11.45025,-16.28606,2.515602,-1.096774,-0.7002288,8.871243,2.988169,0
-10.41324,-15.94893,2.61174,-1.057604,-0.6613272,8.871243,3.294648,0
-11.77306,-17.214,2.427883,-1.331797,-0.7780321,8.909813,2.911549,0
-11.75711,-17.03634,2.466541,-1.253456,-0.8169336,8.948383,2.988169,0
-11.64486,-17.09678,2.437611,-1.292627,-0.7780321,8.871243,2.949859,0
-11.16399,-16.45723,2.524812,-1.214286,-0.6613272,8.948383,3.026479,0
-11.33682,-16.71511,2.486074,-1.253456,-0.7002288,8.909813,2.988169,0
-11.33682,-16.71511,2.486074,-1.253456,-0.7002288,8.909813,2.988169,0
-11.87898,-16.05128,2.544962,-0.9792627,-0.7391304,8.948383,2.949859,0
-12.50861,-17.37241,2.399137,-1.253456,-0.8947368,8.909813,2.834929,0
