cogX , cogY , weight, bl, br, tl, tr, falls
0,NaN,NaN,0,0,0,0,0,0,0,0
0,NaN,NaN,0,0,0,0,0,0,0,0
0,NaN,NaN,0,0,0,0,0,0,0,0
0,NaN,NaN,0,0,0,0,0,0,0,0
0,NaN,NaN,0,0,0,0,0,0,0,0
78.40228,5.40817,12.75682,42.30415,185.1692,19.24674,66.88902,0,0,0,0
78.4397,5.396643,12.79753,41.99078,185.4405,19.28531,67.04225,0,0,0,0
78.02305,5.39102,12.83208,41.75576,184.3943,18.93817,67.00394,0,0,0,0
77.93313,5.318448,12.83345,41.55991,183.3869,19.05388,67.73183,0,0,0,0
78.16783,5.215693,12.85845,41.32489,182.9607,19.28531,69.10045,0,0,0,0
78.64471,5.117441,12.82487,41.59908,182.767,19.63244,70.58036,0,0,0,0
78.78288,5.013486,12.81904,41.40322,181.992,19.97958,71.7567,0,0,0,0
78.85199,4.886314,12.81136,41.12903,180.7909,20.36529,73.12276,0,0,0,0
78.81035,4.839125,12.8072,41.05069,180.1322,20.44243,73.61607,0,0,0,0
78.55431,4.778203,12.85363,40.58065,179.086,20.36529,74.18526,0,0,0,0
78.4886,4.670486,12.88373,40.18894,177.8849,20.481,75.39955,0,0,0,0
78.75851,4.376565,12.90286,39.40553,175.5601,21.32955,78.73884,0,0,0,0
79.10933,4.277557,12.8823,39.48387,175.1339,21.67669,80.14286,0,0,0,0
79.33767,4.236602,12.89537,39.52304,175.1727,21.71526,80.93974,0,0,0,0
79.40974,4.165952,12.91874,39.17051,174.7852,21.94668,81.73661,0,0,0,0
79.83636,4.141707,12.74642,40.38479,174.3977,22.37096,82.19196,0,0,0,0
80.97013,3.7932,12.07431,41.59908,171.5305,27.23086,83.52009,0,0,0,0
80.08986,3.865505,11.97542,41.99078,169.7869,26.84515,81.73661,0,0,0,0
79.90003,3.816324,11.74007,42.5,168.1208,27.9637,81.01563,0,0,0,0
79.30619,3.680204,11.261,43.08756,164.1687,30.47079,79.49776,0,0,0,0
79.30619,3.680204,11.261,43.08756,164.1687,30.47079,79.49776,0,0,0,0
78.97459,3.674706,10.60941,45.82949,160.4877,32.32218,77.25893,0,0,0,0
78.97459,3.674706,10.60941,45.82949,160.4877,32.32218,77.25893,0,0,0,0
79.16364,3.666243,9.957758,48.92396,157.7755,34.32785,75.62724,0,0,0,0
79.16364,3.666243,9.957758,48.92396,157.7755,34.32785,75.62724,0,0,0,0
79.63463,3.656988,9.607018,50.96083,156.8456,35.4464,75.28571,0,0,0,0
79.43119,3.266358,8.618364,53.93779,148.1664,39.72774,75.89286,0,0,0,0
79.37247,3.11736,8.26536,54.91705,145.0667,41.3477,76.15849,0,0,0,0
79.3084,3.010545,7.848794,56.32719,142.0832,43.00624,75.81696,0,0,0,0
79.3084,3.010545,7.848794,56.32719,142.0832,43.00624,75.81696,0,0,0,0
79.48203,2.782222,6.850125,60.44009,135.3801,46.67045,75.4375,0,0,0,0
79.51534,2.636286,5.879623,64.74885,129.2194,49.7561,74.33705,0,0,0,0
79.41364,2.56836,5.51572,66.15899,126.6621,50.95179,73.8817,0,0,0,0
79.19699,2.512628,5.137788,67.72581,123.8336,51.91605,73.3125,0,0,0,0
79.3986,2.420507,4.839996,69.04794,121.7801,53.15031,73.61607,0,0,0,0
79.21364,2.328071,4.592066,69.74657,119.4165,54.03744,73.65401,0,0,0,0
78.83434,2.164207,4.147313,71.0274,115.0769,55.50312,73.72991,0,0,0,0
78.66965,2.093465,3.926189,71.6484,113.1396,56.27453,73.61607,0,0,0,0
78.89968,2.020115,3.687553,72.81278,111.551,57.27737,73.95759,0,0,0,0
78.97511,1.93323,3.467582,73.55023,109.8462,58.31878,74.18526,0,0,0,0
79.34842,1.788712,3.13575,74.63699,107.7151,60.36302,74.67857,0,0,0,0
79.44596,1.652122,2.513356,77.08219,103.6855,62.79296,74.22321,0,0,0,0
79.48653,1.604432,2.139222,78.82877,101.3994,63.95008,73.76786,0,0,0,0
79.36513,1.599061,1.823454,80.22603,99.65584,64.7215,72.85714,0,0,0,0
79.06006,1.601698,1.548711,81.39041,97.83475,65.06863,71.94643,0,0,0,0
78.31017,1.667082,0.8217419,84.80594,93.57265,65.68576,69.17634,0,0,0,0
78.31017,1.667082,0.8217419,84.80594,93.57265,65.68576,69.17634,0,0,0,0
78.41469,1.806326,0.5779629,87.32877,93.10769,65.18434,68.03795,0,0,0,0
78.41469,1.806326,0.5779629,87.32877,93.10769,65.18434,68.03795,0,0,0,0
78.66049,1.896417,0.3519381,89.15297,93.0302,65.53148,66.92732,0,0,0,0
79.55597,2.041492,-0.04502613,93.07306,93.10769,66.38004,65.6631,0,0,0,0
79.86537,1.97274,-0.3957307,94.62557,91.36411,68.11519,65.35662,0,0,0,0
79.86537,1.97274,-0.3957307,94.62557,91.36411,68.11519,65.35662,0,0,0,0
79.03098,1.831802,-0.5686179,93.22831,88.96182,69.11349,64.82028,0,0,0,0
78.96251,1.80546,-0.5713372,92.76256,88.92308,69.45906,64.70535,0,0,0,0
79.10443,1.742335,-0.4188546,91.59818,89.58176,69.76624,65.47155,0,0,0,0
78.98599,1.683342,-0.2861973,90.58904,89.54302,69.53586,66.27605,0,0,0,0
78.84897,1.642145,-0.1685753,89.73516,89.54302,69.22868,66.88902,0,0,0,0
78.93385,1.600893,-0.04793699,89.15297,89.7755,69.0751,67.73183,0,0,0,0
78.93385,1.600893,-0.04793699,89.15297,89.7755,69.0751,67.73183,0,0,0,0
78.73413,1.596664,0.5174718,86.5137,91.90656,67.0743,69.44196,0,0,0,0
78.69413,1.650716,0.796067,85.54338,93.49516,65.87862,69.85938,0,0,0,0
78.86542,1.662262,0.9842163,84.96119,94.6188,65.3772,70.50446,0,0,0,0
79.19162,1.729217,1.281873,84.45662,96.74986,64.25865,71.30134,0,0,0,0
79.22766,1.775587,1.655062,82.90411,98.99715,63.06296,71.94643,0,0,0,0
79.54587,1.986169,2.401102,80.84703,104.5766,60.05445,72.70536,0,0,0,0
79.69049,2.083174,2.760998,79.76028,107.2889,58.66591,73.04688,0,0,0,0
79.76441,2.104862,3.134815,77.93607,109.5749,57.77879,73.76786,0,0,0,0
79.60445,2.106692,3.517562,76.15069,111.0085,56.39024,74.8683,0,0,0,0
79.60088,2.22081,4.267334,72.92922,115.7356,53.92173,75.81696,0,0,0,0
79.338,2.317413,4.846982,70.36758,118.9516,51.68463,76.34821,0,0,0,0
79.338,2.317413,4.846982,70.36758,118.9516,51.68463,76.34821,0,0,0,0
79.46288,2.362037,5.123156,69.08676,121.1214,51.0675,76.57589,0,0,0,0
79.2191,2.374978,5.759507,65.84562,123.9499,49.13897,77.94196,0,0,0,0
78.61238,2.380606,6.12033,63.65207,124.7635,47.75043,78.28349,0,0,0,0
78.813,2.358586,6.153468,63.45622,125.151,47.98185,78.66295,0,0,0,0
78.813,2.358586,6.153468,63.45622,125.151,47.98185,78.66295,0,0,0,0
78.90575,2.318075,6.191608,63.37788,124.9185,47.90471,79.42188,0,0,0,0
79.03864,2.256151,6.107946,63.84793,123.9499,48.25184,80.10491,0,0,0,0
78.7227,2.328794,5.18448,69.47488,118.5254,49.1004,77.79018,0,0,0,0
78.76244,2.448825,4.794367,72.07534,117.5954,49.4861,75.89286,0,0,0,0
78.65562,2.539728,4.383991,74.71461,115.8906,49.7561,74.26116,0,0,0,0
78.65562,2.539728,4.383991,74.71461,115.8906,49.7561,74.26116,0,0,0,0
78.71788,2.768351,3.300644,81.6621,112.0934,51.02893,70.08705,0,0,0,0
78.71994,3.079087,2.136956,89.57991,108.2576,51.83891,65.20338,0,0,0,0
78.43773,3.237471,1.663829,92.60731,106.5915,51.83891,62.71324,0,0,0,0
78.21265,3.367896,1.191532,95.47945,104.8479,52.07034,60.45296,0,0,0,0
77.81322,3.488948,0.7285719,98.0411,102.833,52.18605,58.19268,0,0,0,0
77.78094,3.600349,0.2648476,100.7968,101.4382,52.80318,56.08563,0,0,0,0
78.34479,3.81542,-0.770506,107.9384,98.57094,54.50028,52.36958,0,0,0,0
